ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_3_flash_preview,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349e760,http://data.europa.eu/esco/occupation/db25e659-d77c-4f4a-a8a2-ee199d060345,miller,msagaji,msagaji,Millers tend mills to grind cereal crops to obtain flour. They regulate the flow of materials that go into mills and adjust the grind to a specified fineness. They ensure basic maintenance and cleaning of equipments. They evaluate sample of product to verify fineness of grind.,Wasagaji huendesha vinu ili kusaga mazao ya nafaka ili kupata unga. Wanadhibiti mtiririko wa vifaa vinavyoingia kwenye vinu na kurekebisha usagaji kwa ulaini maalum. Wanahakikisha matengenezo ya kimsingi na usafishaji wa vifaa. Wanatathmini sampuli ya bidhaa ili kuhakiki ulaini wa usagaji.,Wasagaji huendesha vinu ili kusaga mazao ya nafaka kupata unga. Hudhibiti mtiririko wa malighafi zinazoingia kwenye vinu na kurekebisha usagaji kwa kiwango maalum cha ulaini. Wanahakikisha matengenezo ya msingi na usafi wa vifaa. Wanatathmini sampuli ya bidhaa ili kuhakikisha ulaini wa unga uliosagwa.,"msagaji unga
msagaji
mfanyakazi wa kinu cha unga
mfanyakazi wa kinu cha nafaka
msagaji nafaka","msagaji wa unga
msagaji
mfanyakazi wa kinu cha unga
mfanyakazi wa kinu cha nafaka
msagaji wa nafaka"
687671c1ebd2bf665349e846,urn:icatus:2016:325,"tending furnace, boiler, fireplace for heating and water supply","Mhudumu wa tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji","mhudumu wa tanuru, boila, na jiko la kupashia joto na usambazaji wa maji","Refers to activities related to tending furnace, boiler, fireplace for heating and water supply.

Examples:
- Checked the boiler
- Heated up sauna
- Lit the boiler
- Prepared the heating material
- Warmed water for bath
- Went down into the cellar and put firewood in the boiler","Inahusu shughuli zinazohusiana na kuhudumia tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji.","Inarejelea shughuli zinazohusiana na kuhudumia tanuru, boila, na jiko kwa ajili ya kupashia joto na usambazaji wa maji.

Mifano:
- Alikagua boila
- Alipasha joto sauna
- Aliwasha boila
- Aliandaa vifaa vya kupashia joto
- Alipasha moto maji ya kuoga
- Alishuka ghorofa ya chini na kuweka kuni kwenye boila","mhudumu wa tanuru, boila, na jiko la kupashia joto na usambazaji wa maji
matengenezo ya mfumo wa kupashia joto
utunzaji wa mfumo wa kupashia joto wa makazi
maandalizi ya kupashia joto kwa kutumia nishati","Mhudumu wa tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji
matengenezo ya mfumo wa upashaji joto
utunzaji wa upashaji joto wa makazi
maandalizi ya upashaji joto kwa kutumia nishati"
687671c1ebd2bf665349e546,http://data.europa.eu/esco/occupation/123a195c-103a-4b84-b3fd-6d40dbc15c54,coquille casting worker,mfanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille),mfanyakazi wa ukingiaji wa kokili,"Coquille casting workers manufacture castings, including pipes, tubes, hollow profiles and other products of the first processing of steel, by operating hand-controlled equipment in a foundry. They conduct the flow of molten ferrous and non-ferrous metals into coquilles, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault.","Wafanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille) hutengeneza bidhaa za chuma zilizomiminwa, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha kuyeyusha chuma. Wanaongoza mtiririko wa metali za ferasi na zisizo za ferasi zilizoyeyushwa kwenye kalibu za chuma (coquilles), wakizingatia kuweka mazingira sahihi kabisa ili kupata chuma cha ubora wa juu zaidi. Wanatazama mtiririko wa chuma ili kutambua hitilafu. Ikitokea hitilafu, hutoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","Wafanyakazi wa ukingiaji wa kokili hutengeneza bidhaa za ukingiaji, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha ukingiaji. Wanaongoza mtiririko wa metali za ferasi na zisizo za ferasi zilizoyeyushwa kuingia kwenye kokili, wakizingatia kuunda mazingira sahihi kabisa ili kupata metali ya ubora wa juu zaidi. Wanatazama mtiririko wa metali ili kutambua hitilafu. Katika hali ya hitilafu, hutoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","mkingiaji
mfanyakazi wa ukingiaji wa kokili
watengeneza viini vya ukingiaji
mkingiaji wa kiwanda cha ukingiaji
waendeshaji wa michakato ya kiwanda cha ukingiaji
mkingiaji wa kokili
wafanyakazi wa ukingiaji wa kokili
wafinyanzi wa mchanga wa kiwanda cha ukingiaji
wakingiaji wa kiwanda cha ukingiaji","mmiminaji chuma
mfanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille)
watengeneza viini vya kiwanda cha kuyeyusha chuma
mmiminaji chuma wa kiwanda cha kuyeyusha chuma
waendeshaji wa michakato ya kiwanda cha kuyeyusha chuma
mmiminaji chuma kwenye kalibu ya chuma (coquille)
wafanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille)
wafinyanzi wa mchanga wa kiwanda cha kuyeyusha chuma
wamiminaji chuma wa kiwanda cha kuyeyusha chuma"
687671c0ebd2bf665349dde1,http://data.europa.eu/esco/occupation/f5166c6b-3467-4fc4-9343-d12e870d9def,contact centre manager,meneja wa kituo cha mawasiliano,meneja wa kituo cha mawasiliano,"Contact centre managers coordinate and plan the daily operations of contact centres. They ensure that customer inquiries are satisfied efficiently and according to policies. They manage employees, resources and procedures to improve best practices and achieve high levels of customer satisfaction.","Wameneja wa vituo vya mawasiliano huratibu na kupanga shughuli za kila siku za vituo vya mawasiliano. Wanahakikisha kuwa maswali ya wateja yanajibiwa kwa ufanisi na kulingana na sera. Wanasimamia wafanyakazi, rasilimali na taratibu ili kuboresha mbinu bora na kufikia viwango vya juu vya kuridhika kwa wateja.","Mameneja wa vituo vya mawasiliano huratibu na kupanga shughuli za kila siku za vituo vya mawasiliano. Wanahakikisha kuwa maswali ya wateja yanajibiwa kwa ufanisi na kulingana na sera. Wanasimamia wafanyakazi, rasilimali na taratibu ili kuboresha mbinu bora na kufikia viwango vya juu vya kuridhika kwa wateja.","meneja wa huduma kwa wateja
meneja wa kituo cha mawasiliano
meneja wa kituo cha mawasiliano","meneja wa huduma kwa wateja
meneja wa kituo cha mawasiliano"
687671c1ebd2bf665349e5e1,http://data.europa.eu/esco/occupation/b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51,carpet weaver,msukaji wa mazulia,mfuma mazulia,"Carpet weavers operate machinery to create textile floor coverings. They create carpets and rugs from wool or synthetic textiles using specialised equipment. Carpet weavers can use diverse methods such as weaving, knotting or tufting to create carpets of different styles.","Wasukaji wa mazulia huendesha mitambo ili kuunda vifuniko vya sakafu vya nguo. Wanatengeneza mazulia na mikeka kutoka kwa sufu au nguo za sintetiki kwa kutumia vifaa maalum. Wasukaji wa mazulia wanaweza kutumia mbinu mbalimbali kama vile kusuka, kufunga mafundo au kuweka vishada ili kuunda mazulia ya mitindo tofauti.","Wafuma mazulia huendesha mitambo ili kutengeneza vifuniko vya sakafu vya nguo. Wanatengeneza mazulia na vitambaa vya sakafuni kutokana na sufu au nguo za sanisia kwa kutumia vifaa maalum. Wafuma mazulia wanaweza kutumia mbinu mbalimbali kama vile kufuma, kufunga fundo au kutengeneza vishungi ili kuunda mazulia ya mitindo tofauti.","mtengenezaji wa vitambaa vya ukutani
mtengenezaji mazulia
mfuma mazulia
wafuma mazulia
mwendeshaji wa mashine ya kutengeneza vishungi vya mazulia
mwendeshaji wa mashine ya kufuma mazulia
mtengenezaji wa vitambaa vya sakafuni
mfuma vitambaa vya sakafuni","Mtengenezaji, vitambaa vya ukutani
mtengenezaji wa mazulia
msukaji wa mazulia
wasukaji wa mazulia
opereta wa mashine ya kuweka vishada kwenye mazulia
opereta wa mashine ya kusuka mazulia
mtengenezaji wa mikeka
msukaji wa mikeka"
687671c1ebd2bf665349e35b,http://data.europa.eu/esco/occupation/5a80044b-9b2f-40eb-a210-0c1c3c958e0e,lifeguard instructor,mkufunzi wa walinzi wa maisha,mkufunzi wa waokoaji,"Lifeguard instructors teach future (professional) lifeguards the necessary programmes and methods needed to become a licensed lifeguard. They provide training on safety supervision of all swimmers, assessment of potentially hazardous situations, rescue-specific swimming and diving techniques, first aid treatment for swimming-related injuries, and they inform students on preventative lifeguard responsibilities. They ensure students are aware of the importance of checking safe water quality, heeding risk management and being aware of the necessary protocols and regulations regarding lifeguarding and rescuing. They monitor the students' progress, evaluate them through theoretical and practical tests and award the lifeguard licenses when obtained.","Wakufunzi wa walinzi wa maisha huwafundisha walinzi wa maisha wa baadaye (wataalamu) programu na mbinu muhimu zinazohitajika ili kuwa mlinzi wa maisha aliyeidhinishwa. Wanatoa mafunzo juu ya usimamizi wa usalama wa waogeleaji wote, tathmini ya hali zinazoweza kuwa hatari, mbinu maalum za uokoaji za kuogelea na kupiga mbizi, matibabu ya huduma ya kwanza kwa majeraha yanayohusiana na kuogelea, na huwafahamisha wanafunzi kuhusu majukumu ya kuzuia ya walinzi wa maisha. Wanahakikisha wanafunzi wanafahamu umuhimu wa kuangalia ubora wa maji salama, kuzingatia usimamizi wa hatari na kufahamu itifaki na kanuni muhimu kuhusu ulinzi wa maisha na uokoaji. Wanafuatilia maendeleo ya wanafunzi, wanawafanyia tathmini kupitia majaribio ya kinadharia na ya vitendo na kutoa leseni za ulinzi wa maisha zinapopatikana.","Wakufunzi wa waokoaji huwafundisha waokoaji wa baadaye (wa kitaalamu) programu na mbinu muhimu zinazohitajika ili kuwa mwokoaji aliyeidhinishwa. Wanatoa mafunzo kuhusu usimamizi wa usalama wa waogeleaji wote, tathmini ya hali zinazoweza kuwa hatari, mbinu maalum za uokoaji za kuogelea na kupiga mbizi, huduma ya kwanza kwa majeraha yanayohusiana na kuogelea, na huwafahamisha wanafunzi kuhusu majukumu ya kuzuia ya mwokoaji. Wanahakikisha wanafunzi wanatambua umuhimu wa kuangalia ubora wa maji salama, kuzingatia usimamizi wa hatari na kufahamu itifaki na kanuni muhimu kuhusu uokoaji. Wanafuatilia maendeleo ya wanafunzi, wanawafanyia tathmini kupitia majaribio ya kinadharia na ya vitendo na kutoa leseni za uokoaji zinapopatikana.","mkufunzi wa mafunzo ya waokoaji
mkufunzi wa waokoaji wa bwawa la kuogelea
mkufunzi wa waokoaji
mwalimu wa waokoaji wa bwawa la kuogelea
mtaalamu wa mafunzo ya waokoaji
mwalimu wa waokoaji
mkufunzi wa waokoaji wa kitaalamu
mkufunzi wa waokoaji","mkufunzi wa mafunzo ya walinzi wa maisha
mkufunzi wa walinzi wa maisha wa bwawa la kuogelea
mkufunzi wa walinzi wa maisha
mkufunzi wa walinzi wa maisha wa bwawa
mtaalamu wa mafunzo ya walinzi wa maisha
mkufunzi wa walinzi wa maisha wataalamu"
687671c0ebd2bf665349dce1,http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121,footwear product development manager,meneja wa maendeleo ya bidhaa za viatu,meneja wa maendeleo ya bidhaa za viatu,"Footwear product development managers coordinate the footwear design and the product and collection development process in order to comply with design specifications, deadlines, strategic requirements and policies of the company. They track style development and review design specifications in order to meet the design vision, the manufacturing environment, and the company’s financial goals.","Mameneja wa maendeleo ya bidhaa za viatu wanaratibu muundo wa viatu na mchakato wa maendeleo ya bidhaa na mkusanyiko ili kuzingatia vipimo vya muundo, tarehe za mwisho, mahitaji ya kimkakati na sera za kampuni. Wanafuatilia maendeleo ya mtindo na kupitia vipimo vya muundo ili kufikia maono ya muundo, mazingira ya utengenezaji, na malengo ya kifedha ya kampuni.","Mameneja wa maendeleo ya bidhaa za viatu huratibu usanifu wa viatu na mchakato wa maendeleo ya bidhaa na mkusanyiko ili kuzingatia vipimo vya usanifu, makataa, mahitaji ya kimkakati na sera za kampuni. Wanafuatilia maendeleo ya mtindo na kupitia upya vipimo vya usanifu ili kukidhi maono ya usanifu, mazingira ya utengenezaji, na malengo ya kifedha ya kampuni.","meneja wa bidhaa za viatu
meneja wa uzalishaji na maendeleo ya viatu
meneja wa maendeleo ya bidhaa za viatu
kiongozi wa timu ya maendeleo ya bidhaa
meneja wa uzalishaji na maendeleo ya viatu
meneja wa kabla ya uzalishaji
kiongozi wa timu ya maendeleo ya viatu
msanifu mkuu wa bidhaa","meneja wa bidhaa za viatu
meneja wa uzalishaji na maendeleo ya viatu
meneja wa maendeleo ya bidhaa za viatu
kiongozi wa timu ya maendeleo ya bidhaa
meneja wa kabla ya uzalishaji
kiongozi wa timu ya maendeleo ya viatu
mwendelezaji mkuu wa bidhaa"
687671c0ebd2bf665349dcd9,http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b,communication manager,meneja wa mawasiliano,meneja wa mawasiliano,"Communication managers are responsible for developing communication strategies in order to promote the organization's mission, services or product. They coordinate communication projects and manage the communications issued by the company for both the internal and the external clients. They supervise internal communications, ensuring that communications reach each one of the employees and further questions can be answered. For external communications, they coordinate coherence among the messages transmitted in mails, printed materials, press articles, and corporate promotional materials. They strive to maintain truthful communications.","Mameneja wa mawasiliano wanawajibika kwa kuandaa mikakati ya mawasiliano ili kukuza dhamira, huduma au bidhaa ya shirika. Wanaratibu miradi ya mawasiliano na kusimamia mawasiliano yanayotolewa na kampuni kwa wateja wa ndani na nje. Wanasimamia mawasiliano ya ndani, wakihakikisha kuwa mawasiliano yanamfikia kila mmoja wa wafanyakazi na maswali zaidi yanaweza kujibiwa. Kwa mawasiliano ya nje, wanaratibu uwiano kati ya ujumbe unaotumwa katika barua, vifaa vilivyochapishwa, makala za vyombo vya habari, na vifaa vya kukuza shirika. Wanajitahidi kudumisha mawasiliano ya kweli.","Mameneja wa mawasiliano wanawajibika kwa kuandaa mikakati ya mawasiliano ili kukuza dhamira, huduma au bidhaa ya shirika. Huratibu miradi ya mawasiliano na kusimamia mawasiliano yanayotolewa na kampuni kwa wateja wa ndani na wa nje. Wanasimamia mawasiliano ya ndani, wakihakikisha kuwa mawasiliano yanamfikia kila mmoja wa wafanyakazi na maswali zaidi yanaweza kujibiwa. Kwa mawasiliano ya nje, huratibu mshikamano kati ya ujumbe unaotumwa katika barua pepe, nyenzo zilizochapishwa, makala za vyombo vya habari, na nyenzo za utangazaji za shirika. Wanajitahidi kudumisha mawasiliano ya kweli.","meneja wa mawasiliano ya ndani
meneja wa mitandao ya kijamii
meneja wa mawasiliano wa mwandishi wa lugha ya kigeni
mtaalamu wa mawasiliano
msemaji wa vyombo vya habari
mshiriki wa mawasiliano
meneja wa uhusiano wa umma
meneja wa mawasiliano
meneja wa mawasiliano
meneja wa mawasiliano ya nje
meneja wa mawasiliano ya shirika
meneja wa uhusiano wa umma na mawasiliano
meneja wa mawasiliano ya mtandaoni","meneja wa mawasiliano ya ndani
meneja wa mitandao ya kijamii
meneja wa mawasiliano wa mwandishi wa lugha ya kigeni
mtaalamu wa mawasiliano
msemaji wa vyombo vya habari
mshiriki wa mawasiliano
meneja wa uhusiano wa umma
meneja wa mawasiliano
meneja wa mawasiliano ya nje
meneja wa mawasiliano ya shirika
meneja wa uhusiano wa umma na mawasiliano
meneja wa mawasiliano ya mtandaoni"
687671c0ebd2bf665349ddfc,http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,hydrogeologist,mwanahajidro-jiolojia,mwanahidrojiojia,"Hydrogeologists in mining study the distribution, quality and flow of water in order to keep mine workings free of nuisance water and to ensure an adequate supply of process water. They supply and evaluate information which will protect ground and surface water from contamination.","Wanahajidro-jiolojia katika uchimbaji madini huchunguza usambazaji, ubora na mtiririko wa maji ili kuweka maeneo ya kazi ya migodini bila maji yanayosumbua na kuhakikisha usambazaji wa kutosha wa maji ya mchakato. Wanatoa na kutathmini taarifa ambazo zitalinda maji ya chini ya ardhi na ya juu dhidi ya uchafuzi.","Wanahidrojiojia katika uchimbaji madini huchunguza usambazaji, ubora na mtiririko wa maji ili kuweka maeneo ya migodi bila maji yanayosumbua na kuhakikisha usambazaji wa kutosha wa maji ya mchakato. Wanatoa na kutathmini taarifa ambazo zitalinda maji ya ardhini na ya juu dhidi ya uchafuzi.","mwanahidrojiojia
mshauri wa hidrojiojia
mshauri mwanahidrojiojia
mhandisi wa shinikizo la vinyweleo
mwanahidrolojia
mshauri mwanahidrolojia
mhandisi wa tathmini ya uundaji","mwanahajidro-jiolojia
mshauri wa hajidro-jiolojia
mwanahajidro-jiolojia mshauri
mhandisi wa shinikizo la vinyweleo
mtaalamu wa hidrolojia
mtaalamu wa hidrolojia mshauri
mhandisi wa tathmini ya uundaji"
687671c1ebd2bf665349dfb1,http://data.europa.eu/esco/occupation/6e1b1bd7-9eec-4f10-bce7-94a27d9023e8,admissions coordinator,mratibu wa udahili,mratibu wa udahili,"Admissions coordinators are in charge of the students' applications and admissions to a (private) school, college or university. They assess possible future students' qualifications and subsequently approve or deny their application, based on the regulations and desires set by the board of directors and the school administration. They also assist the accepted students in their enrollment in the programme and courses of their choice.","Waratibu wa udahili wanasimamia maombi na udahili wa wanafunzi katika shule (ya binafsi), chuo au chuo kikuu. Wanatathmini sifa za wanafunzi watarajiwa na baadaye kuidhinisha au kukataa maombi yao, kulingana na kanuni na matakwa yaliyowekwa na bodi ya wakurugenzi na uongozi wa shule. Pia huwasaidia wanafunzi waliokubaliwa katika kujiandikisha kwenye programu na kozi wanazochagua.","Waratibu wa udahili wanasimamia maombi na udahili wa wanafunzi katika shule (ya kibinafsi), chuo au chuo kikuu. Wanatathmini sifa za wanafunzi watarajiwa na baadaye kuidhinisha au kukataa maombi yao, kulingana na kanuni na matakwa yaliyowekwa na bodi ya wakurugenzi na uongozi wa shule. Pia huwasaidia wanafunzi waliokubaliwa katika kujiandikisha katika programu na kozi wanazochagua.","mratibu wa udahili wa shule
ofisa wa udahili
mratibu wa udahili
ofisa wa udahili wa wanafunzi
mratibu wa udahili wa chuo
mratibu wa udahili
mratibu wa udahili wa chuo kikuu
mratibu wa udahili katika elimu
mratibu wa udahili wa wanafunzi
mratibu wa udahili wa wanafunzi
mratibu wa udahili katika chuo kikuu","mratibu wa udahili wa shule
afisa wa udahili
mratibu wa udahili
afisa wa udahili wa wanafunzi
mratibu wa udahili wa chuo
mratibu wa udahili wa chuo kikuu
mratibu wa udahili katika elimu
mratibu wa udahili wa wanafunzi
mratibu wa udahili katika chuo kikuu"
687671c1ebd2bf665349e053,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,mwendelezaji wa kiolesura cha mtumiaji,mwendelezaji wa kiolesura cha mtumiaji,"User interface developers implement, code, document and maintain the interface of a software system by using front-end development technologies.","Waendelezaji wa kiolesura cha mtumiaji hutekeleza, kuandika msimbo, kuandika nyaraka na kudumisha kiolesura cha mfumo wa programu kwa kutumia teknolojia za uendelezaji wa upande wa mbele.","Waendelezaji wa kiolesura cha mtumiaji hutekeleza, huandika msimbo, huweka kumbukumbu na kudumisha kiolesura cha mfumo wa programu kwa kutumia teknolojia za uendelezaji wa mazingira ya mbele (front-end).","waendelezaji wa kiolesura cha mtumiaji
waendelezaji wa UI
mwendelezaji wa mazingira ya mbele
mhandisi wa kiolesura cha mtumiaji
mprogramu wa UI
mwendelezaji wa UI
mwendelezaji wa kiolesura cha mtumiaji","waendelezaji wa kiolesura cha mtumiaji
waendelezaji wa UI
mwendelezaji wa upande wa mbele
mhandisi wa kiolesura cha mtumiaji
mprogramu wa UI
mwendelezaji wa UI
mwendelezaji wa kiolesura cha mtumiaji"
687671c1ebd2bf665349e4b1,http://data.europa.eu/esco/occupation/56245067-16f0-43e7-84fa-4a1e794a6ac0,rental service representative in office machinery and equipment,mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi,mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi,"Rental service representatives in office machinery and equipment are in charge of renting out equipment and determining specific periods of usage. They document transactions, insurances and payments.","Wawakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi wanahusika na kukodisha vifaa na kuamua vipindi maalum vya matumizi. Wanaandika miamala, bima na malipo.","Waakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi wanahusika na kukodisha vifaa na kuamua vipindi maalum vya matumizi. Wanaweka kumbukumbu za miamala, bima na malipo.","mfanyakazi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mshauri wa ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mtaalamu wa ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya mauzo ya ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya huduma za ukodishaji wa mashine na vifaa vya ofisi
meneja wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
meneja wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mfanyakazi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi","mfanyakazi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mshauri wa ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mtaalamu wa ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya mauzo ya ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya huduma za ukodishaji wa mashine na vifaa vya ofisi
meneja wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
meneja wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mfanyakazi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi"
687671c1ebd2bf665349e601,http://data.europa.eu/esco/occupation/fddb7bd8-f176-4dc8-9d12-32b6072452c9,electric meter technician,mtaalamu wa mita za umeme,fundi wa mita za umeme,Electric meter technicians install and maintain electric meter systems in facilities or buildings. They install the equipment in accordance with regulations and repair faults and other problems. They test the equipment and advise on the use and care.,Wataalamu wa mita za umeme huweka na kudumisha mifumo ya mita za umeme katika vituo au majengo. Wanaweka vifaa kulingana na kanuni na kukarabati hitilafu na matatizo mengine. Wanajaribu vifaa na kutoa ushauri kuhusu matumizi na utunzaji.,Mafundi wa mita za umeme hufunga na kudumisha mifumo ya mita za umeme katika vituo au majengo. Wanafunga vifaa kulingana na kanuni na kurekebisha hitilafu na matatizo mengine. Wanajaribu vifaa na kutoa ushauri kuhusu matumizi na utunzaji.,"fundi wa mita za umeme
fundi wa mita janja
mfungaji wa mita za umeme
fundi mfungaji wa mita za umeme
mhudumu wa matengenezo ya mita za umeme
fundi wa majaribio ya mita za umeme
mfanyakazi wa matengenezo ya mita za umeme
fundi wa mita za umeme
mfungaji wa mita janja
fundi wa majaribio ya mita za umeme
mfungaji wa mita za umeme
mfanyakazi wa matengenezo ya mita za umeme
fundi mfungaji wa mita za umeme
mhudumu wa matengenezo ya mita za umeme","mtaalamu wa mita za umeme
mtaalamu wa mita janja
mwekaji wa mita za umeme
mtaalamu wa uwekaji wa mita za umeme
fundi wa matengenezo ya mita za umeme
mtaalamu wa majaribio ya mita za umeme
mfanyakazi wa matengenezo ya mita za umeme
mwekaji wa mita janja"
687671c0ebd2bf665349dcf8,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,footwear quality manager,meneja wa ubora wa viatu,meneja wa ubora wa viatu,"Footwear quality managers implement, manage and promote the quality systems in the company, using adequate tools and methodologies based on national, international or company standards. They are in charge of establishing requirements and objectives, as well as preparing documents. They analyse complaints, and promote and coordinate corrective and preventive measures. They promote an effective internal and external communication and ensure the consumer's demands are met. They are responsible for the definition of instruments which monitor and control the quality systems, namely internal or external auditing, and they participate in the internal auditing.","Meneja wa ubora wa viatu hutekeleza, kusimamia na kuendeleza mifumo ya ubora katika kampuni, kwa kutumia zana na mbinu za kutosha kulingana na viwango vya kitaifa, kimataifa au vya kampuni. Anahusika na kuweka mahitaji na malengo, pamoja na kuandaa nyaraka. Huchambua malalamiko, na kuendeleza na kuratibu hatua za kurekebisha na kuzuia. Huendeleza mawasiliano madhubuti ya ndani na nje na kuhakikisha mahitaji ya mlaji yanatimizwa. Anahusika na ufafanuzi wa vyombo vinavyofuatilia na kudhibiti mifumo ya ubora, yaani ukaguzi wa ndani au wa nje, na hushiriki katika ukaguzi wa ndani.","Wameneja wa ubora wa viatu hutekeleza, kusimamia na kukuza mifumo ya ubora katika kampuni, kwa kutumia zana na mbinu za kutosha kulingana na viwango vya kitaifa, kimataifa au vya kampuni. Wanahusika na kuweka mahitaji na malengo, pamoja na kuandaa nyaraka. Wanachambua malalamiko, na kukuza na kuratibu hatua za kurekebisha na kuzuia. Wanakuza mawasiliano madhubuti ya ndani na nje na kuhakikisha mahitaji ya mlaji yanatimizwa. Wanawajibika kwa ufafanuzi wa vyombo vinavyofuatilia na kudhibiti mifumo ya ubora, yaani ukaguzi wa ndani au wa nje, na wanashiriki katika ukaguzi wa ndani.","mtendaji wa ubora wa viatu
meneja wa uhakiki wa ubora wa viatu
meneja wa udhibiti wa ubora wa viatu
mratibu wa ubora wa viatu
meneja wa ubora wa viatu","mtendaji wa ubora wa viatu
meneja wa uhakiki wa ubora wa viatu
meneja wa udhibiti wa ubora wa viatu
mratibu wa ubora wa viatu
meneja wa ubora wa viatu"
