ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_2_5_pro,PREFERREDLABEL_SW_gemini_3_pro,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_2_5_pro,DESCRIPTION_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_pro,ALTLABELS_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349e760,http://data.europa.eu/esco/occupation/db25e659-d77c-4f4a-a8a2-ee199d060345,miller,msagaji,Msagaji,,Millers tend mills to grind cereal crops to obtain flour. They regulate the flow of materials that go into mills and adjust the grind to a specified fineness. They ensure basic maintenance and cleaning of equipments. They evaluate sample of product to verify fineness of grind.,Wasagaji huendesha vinu ili kusaga mazao ya nafaka ili kupata unga. Wanadhibiti mtiririko wa vifaa vinavyoingia kwenye vinu na kurekebisha usagaji kwa ulaini maalum. Wanahakikisha matengenezo ya kimsingi na usafishaji wa vifaa. Wanatathmini sampuli ya bidhaa ili kuhakiki ulaini wa usagaji.,Wasagaji huendesha vinu vya kusaga mazao ya nafaka ili kupata unga. Wao hudhibiti mtiririko wa malighafi zinazoingia kwenye vinu na kurekebisha usagaji kwa wembamba maalum. Wao huhakikisha matengenezo ya msingi na usafishaji wa vifaa. Wao huchunguza sampuli ya bidhaa ili kuthibitisha wembamba wa usagaji.,,"Msagaji unga
Msagaji
Mfanyakazi wa kinu cha unga
Mfanyakazi wa kinu cha nafaka
Msagaji nafaka",,"msagaji wa unga
msagaji
mfanyakazi wa kinu cha unga
mfanyakazi wa kinu cha nafaka
msagaji wa nafaka"
687671c1ebd2bf665349e846,urn:icatus:2016:325,"tending furnace, boiler, fireplace for heating and water supply","Mhudumu wa tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji","Kuhudumia tanuru, boileri, meko kwa ajili ya kupasha joto na usambazaji wa maji",,"Refers to activities related to tending furnace, boiler, fireplace for heating and water supply.

Examples:
- Checked the boiler
- Heated up sauna
- Lit the boiler
- Prepared the heating material
- Warmed water for bath
- Went down into the cellar and put firewood in the boiler","Inahusu shughuli zinazohusiana na kuhudumia tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji.","Inarejelea shughuli zinazohusiana na kuhudumia tanuru, boileri, meko kwa ajili ya kupasha joto na usambazaji wa maji.

Mifano:
- Alikagua boileri
- Alipasha joto sauna
- Aliwasha boileri
- Aliandaa vifaa vya kupashia joto
- Alipasha maji moto kwa ajili ya kuoga
- Alishuka kwenye chumba cha chini na kuweka kuni kwenye boileri",,"Kuhudumia tanuru, boileri, meko kwa ajili ya kupasha joto na usambazaji wa maji
Matengenezo ya mfumo wa kupasha joto
Utunzaji wa mfumo wa kupasha joto makazini
Maandalizi ya kupasha joto kwa kutumia nishati",,"Mhudumu wa tanuru, boila, na kiko kwa ajili ya upashaji joto na usambazaji wa maji
matengenezo ya mfumo wa upashaji joto
utunzaji wa upashaji joto wa makazi
maandalizi ya upashaji joto kwa kutumia nishati"
687671c1ebd2bf665349e546,http://data.europa.eu/esco/occupation/123a195c-103a-4b84-b3fd-6d40dbc15c54,coquille casting worker,mfanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille),Mfanyakazi wa umiminaji kwa kokili,,"Coquille casting workers manufacture castings, including pipes, tubes, hollow profiles and other products of the first processing of steel, by operating hand-controlled equipment in a foundry. They conduct the flow of molten ferrous and non-ferrous metals into coquilles, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault.","Wafanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille) hutengeneza bidhaa za chuma zilizomiminwa, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha kuyeyusha chuma. Wanaongoza mtiririko wa metali za ferasi na zisizo za ferasi zilizoyeyushwa kwenye kalibu za chuma (coquilles), wakizingatia kuweka mazingira sahihi kabisa ili kupata chuma cha ubora wa juu zaidi. Wanatazama mtiririko wa chuma ili kutambua hitilafu. Ikitokea hitilafu, hutoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","Wafanyakazi wa umiminaji kwa kokili hutengeneza bidhaa za umiminaji, ikiwemo mabomba, neli, profaili zenye uwazi na bidhaa nyingine za uchakataji wa awali wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mikono katika kiwanda cha uyeyushaji. Wao huelekeza mtiririko wa metali za chuma na zisizo za chuma zilizoyeyushwa kwenye kokili, wakihakikisha wanatengeneza mazingira sahihi kabisa ili kupata metali ya ubora wa juu zaidi. Wao huchunguza mtiririko wa metali ili kubaini kasoro. Ikitokea kasoro, wao huwaarifu wafanyakazi walioidhinishwa na kushiriki katika kuondoa kasoro hiyo.",,"Mmimimaji
Mfanyakazi wa umiminaji kwa kokili
Mtengenezaji viini vya kiwandani
Mmimimaji wa kiwandani
Waendeshaji mchakato wa kiwandani
Mmimimaji kwa kokili
Wafanyakazi wa umiminaji kwa kokili
Waundaji kalibu za mchanga kiwandani
Wamimimaji wa kiwandani",,"mmiminaji chuma
mfanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille)
watengeneza viini vya kiwanda cha kuyeyusha chuma
mmiminaji chuma wa kiwanda cha kuyeyusha chuma
waendeshaji wa michakato ya kiwanda cha kuyeyusha chuma
mmiminaji chuma kwenye kalibu ya chuma (coquille)
wafanyakazi wa kumimina chuma kwenye kalibu ya chuma (coquille)
wafinyanzi wa mchanga wa kiwanda cha kuyeyusha chuma
wamiminaji chuma wa kiwanda cha kuyeyusha chuma"
687671c0ebd2bf665349dde1,http://data.europa.eu/esco/occupation/f5166c6b-3467-4fc4-9343-d12e870d9def,contact centre manager,meneja wa kituo cha mawasiliano,Meneja wa kituo cha mawasiliano,,"Contact centre managers coordinate and plan the daily operations of contact centres. They ensure that customer inquiries are satisfied efficiently and according to policies. They manage employees, resources and procedures to improve best practices and achieve high levels of customer satisfaction.","Wameneja wa vituo vya mawasiliano huratibu na kupanga shughuli za kila siku za vituo vya mawasiliano. Wanahakikisha kuwa maswali ya wateja yanajibiwa kwa ufanisi na kulingana na sera. Wanasimamia wafanyakazi, rasilimali na taratibu ili kuboresha mbinu bora na kufikia viwango vya juu vya kuridhika kwa wateja.","Meneja wa vituo vya mawasiliano huratibu na kupanga shughuli za kila siku za vituo vya mawasiliano. Wao huhakikisha kwamba maswali ya wateja yanajibiwa kwa ufanisi na kulingana na sera. Wao husimamia wafanyakazi, rasilimali na taratibu ili kuboresha mbinu bora na kufikia viwango vya juu vya kuridhika kwa wateja.",,"Meneja wa huduma kwa wateja
Meneja wa kituo cha mawasiliano
Meneja wa kituo cha mawasiliano",,"meneja wa huduma kwa wateja
meneja wa kituo cha mawasiliano"
687671c1ebd2bf665349e5e1,http://data.europa.eu/esco/occupation/b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51,carpet weaver,msukaji wa mazulia,Mfumi wa mazulia,,"Carpet weavers operate machinery to create textile floor coverings. They create carpets and rugs from wool or synthetic textiles using specialised equipment. Carpet weavers can use diverse methods such as weaving, knotting or tufting to create carpets of different styles.","Wasukaji wa mazulia huendesha mitambo ili kuunda vifuniko vya sakafu vya nguo. Wanatengeneza mazulia na mikeka kutoka kwa sufu au nguo za sintetiki kwa kutumia vifaa maalum. Wasukaji wa mazulia wanaweza kutumia mbinu mbalimbali kama vile kusuka, kufunga mafundo au kuweka vishada ili kuunda mazulia ya mitindo tofauti.","Wafumi wa mazulia huendesha mashine ili kutengeneza mazulia ya nguo ya sakafuni. Wao hutengeneza mazulia na mikeka kutokana na sufi au nguo za sintetiki wakitumia vifaa maalum. Wafumi wa mazulia wanaweza kutumia mbinu mbalimbali kama vile ufumaji, ufungaji wa mafundo au utufti ili kutengeneza mazulia ya mitindo tofauti.",,"Mtengenezaji, tapiseri
Mtengenezaji wa mazulia
Mfumi wa mazulia
Wafumi wa mazulia
Mwendeshaji wa mashine ya kutufti mazulia
Mwendeshaji wa mashine ya kufuma mazulia
Mtengenezaji wa mikeka
Mfumi wa mikeka",,"Mtengenezaji, vitambaa vya ukutani
mtengenezaji wa mazulia
msukaji wa mazulia
wasukaji wa mazulia
opereta wa mashine ya kuweka vishada kwenye mazulia
opereta wa mashine ya kusuka mazulia
mtengenezaji wa mikeka
msukaji wa mikeka"
687671c1ebd2bf665349e35b,http://data.europa.eu/esco/occupation/5a80044b-9b2f-40eb-a210-0c1c3c958e0e,lifeguard instructor,mkufunzi wa walinzi wa maisha,Mkufunzi wa Waokoaji,,"Lifeguard instructors teach future (professional) lifeguards the necessary programmes and methods needed to become a licensed lifeguard. They provide training on safety supervision of all swimmers, assessment of potentially hazardous situations, rescue-specific swimming and diving techniques, first aid treatment for swimming-related injuries, and they inform students on preventative lifeguard responsibilities. They ensure students are aware of the importance of checking safe water quality, heeding risk management and being aware of the necessary protocols and regulations regarding lifeguarding and rescuing. They monitor the students' progress, evaluate them through theoretical and practical tests and award the lifeguard licenses when obtained.","Wakufunzi wa walinzi wa maisha huwafundisha walinzi wa maisha wa baadaye (wataalamu) programu na mbinu muhimu zinazohitajika ili kuwa mlinzi wa maisha aliyeidhinishwa. Wanatoa mafunzo juu ya usimamizi wa usalama wa waogeleaji wote, tathmini ya hali zinazoweza kuwa hatari, mbinu maalum za uokoaji za kuogelea na kupiga mbizi, matibabu ya huduma ya kwanza kwa majeraha yanayohusiana na kuogelea, na huwafahamisha wanafunzi kuhusu majukumu ya kuzuia ya walinzi wa maisha. Wanahakikisha wanafunzi wanafahamu umuhimu wa kuangalia ubora wa maji salama, kuzingatia usimamizi wa hatari na kufahamu itifaki na kanuni muhimu kuhusu ulinzi wa maisha na uokoaji. Wanafuatilia maendeleo ya wanafunzi, wanawafanyia tathmini kupitia majaribio ya kinadharia na ya vitendo na kutoa leseni za ulinzi wa maisha zinapopatikana.","Wakufunzi wa waokoaji huwafundisha waokoaji wa siku zijazo (wa kitaalamu) programu na mbinu muhimu zinazohitajika ili kuwa waokoaji wenye leseni. Hutoa mafunzo kuhusu usimamizi wa usalama wa waogeleaji wote, tathmini ya hali zinazoweza kuwa hatari, mbinu maalum za kuogelea na kupiga mbizi za uokoaji, matibabu ya huduma ya kwanza kwa majeraha yanayohusiana na kuogelea, na huwafahamisha wanafunzi kuhusu majukumu ya kinga ya uokoaji. Huhakikisha wanafunzi wanafahamu umuhimu wa kukagua ubora wa maji salama, kuzingatia usimamizi wa hatari na kufahamu itifaki na kanuni muhimu kuhusu ulinzi na uokoaji. Hufuatilia maendeleo ya wanafunzi, huwatathmini kupitia mitihani ya nadharia na vitendo na kutoa leseni za uokoaji wanapofaulu.",,"Mkufunzi wa mafunzo ya uokoaji
Mkufunzi wa waokoaji wa bwawa la kuogelea
Mkufunzi wa Waokoaji
Mfunzi wa waokoaji wa bwawa la kuogelea
Mtaalamu wa mafunzo ya uokoaji
Mfunzi wa waokoaji
Mkufunzi wa waokoaji wa kitaalamu
Mkufunzi wa waokoaji",,"mkufunzi wa mafunzo ya walinzi wa maisha
mkufunzi wa walinzi wa maisha wa bwawa la kuogelea
mkufunzi wa walinzi wa maisha
mkufunzi wa walinzi wa maisha wa bwawa
mtaalamu wa mafunzo ya walinzi wa maisha
mkufunzi wa walinzi wa maisha wataalamu"
687671c0ebd2bf665349dce1,http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121,footwear product development manager,meneja wa maendeleo ya bidhaa za viatu,Meneja wa Uendelezaji wa Bidhaa za Viatu,,"Footwear product development managers coordinate the footwear design and the product and collection development process in order to comply with design specifications, deadlines, strategic requirements and policies of the company. They track style development and review design specifications in order to meet the design vision, the manufacturing environment, and the company’s financial goals.","Mameneja wa maendeleo ya bidhaa za viatu wanaratibu muundo wa viatu na mchakato wa maendeleo ya bidhaa na mkusanyiko ili kuzingatia vipimo vya muundo, tarehe za mwisho, mahitaji ya kimkakati na sera za kampuni. Wanafuatilia maendeleo ya mtindo na kupitia vipimo vya muundo ili kufikia maono ya muundo, mazingira ya utengenezaji, na malengo ya kifedha ya kampuni.","Meneja wa uendelezaji wa bidhaa za viatu huratibu usanifu wa viatu na mchakato wa uendelezaji wa bidhaa na mkusanyiko ili kutimiza vipimo vya usanifu, makataa, mahitaji ya kimkakati na sera za kampuni. Hufuatilia uendelezaji wa mitindo na kupitia upya vipimo vya usanifu ili kufikia dira ya usanifu, mazingira ya utengenezaji, na malengo ya kifedha ya kampuni.",,"Meneja wa bidhaa za viatu
Meneja wa uzalishaji na uendelezaji wa viatu
Meneja wa Uendelezaji wa Bidhaa za Viatu
Kiongozi wa timu ya uendelezaji wa bidhaa
Meneja wa uzalishaji na uendelezaji wa viatu
Meneja wa maandalizi ya uzalishaji
Kiongozi wa timu ya uendelezaji wa viatu
Mwendeshaji mkuu wa bidhaa",,"meneja wa bidhaa za viatu
meneja wa uzalishaji na maendeleo ya viatu
meneja wa maendeleo ya bidhaa za viatu
kiongozi wa timu ya maendeleo ya bidhaa
meneja wa kabla ya uzalishaji
kiongozi wa timu ya maendeleo ya viatu
mwendelezaji mkuu wa bidhaa"
687671c0ebd2bf665349dcd9,http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b,communication manager,meneja wa mawasiliano,Meneja Mawasiliano,,"Communication managers are responsible for developing communication strategies in order to promote the organization's mission, services or product. They coordinate communication projects and manage the communications issued by the company for both the internal and the external clients. They supervise internal communications, ensuring that communications reach each one of the employees and further questions can be answered. For external communications, they coordinate coherence among the messages transmitted in mails, printed materials, press articles, and corporate promotional materials. They strive to maintain truthful communications.","Mameneja wa mawasiliano wanawajibika kwa kuandaa mikakati ya mawasiliano ili kukuza dhamira, huduma au bidhaa ya shirika. Wanaratibu miradi ya mawasiliano na kusimamia mawasiliano yanayotolewa na kampuni kwa wateja wa ndani na nje. Wanasimamia mawasiliano ya ndani, wakihakikisha kuwa mawasiliano yanamfikia kila mmoja wa wafanyakazi na maswali zaidi yanaweza kujibiwa. Kwa mawasiliano ya nje, wanaratibu uwiano kati ya ujumbe unaotumwa katika barua, vifaa vilivyochapishwa, makala za vyombo vya habari, na vifaa vya kukuza shirika. Wanajitahidi kudumisha mawasiliano ya kweli.","Meneja mawasiliano wanawajibika kuandaa mikakati ya mawasiliano ili kukuza dhamira, huduma au bidhaa za shirika. Huratibu miradi ya mawasiliano na kusimamia mawasiliano yanayotolewa na kampuni kwa wateja wa ndani na wa nje. Husimamia mawasiliano ya ndani, wakihakikisha kuwa mawasiliano yanamfikia kila mmoja wa wafanyakazi na maswali zaidi yanaweza kujibiwa. Kwa mawasiliano ya nje, huratibu uwiano kati ya jumbe zinazotumwa kwa barua pepe, nyenzo zilizochapishwa, makala za vyombo vya habari, na nyenzo za matangazo ya shirika. Hujitahidi kudumisha mawasiliano ya kweli.",,"Meneja wa mawasiliano ya ndani
Meneja wa mitandao ya kijamii
Meneja mawasiliano mwandishi wa lugha za kigeni
Mtaalamu wa mawasiliano
Msemaji wa vyombo vya habari
Mshirika wa mawasiliano
Meneja wa uhusiano wa umma
Meneja Mawasiliano
Meneja wa mawasiliano
Meneja wa mawasiliano ya nje
Meneja wa mawasiliano ya shirika
Meneja wa uhusiano wa umma na mawasiliano
Meneja wa mawasiliano ya mtandaoni",,"meneja wa mawasiliano ya ndani
meneja wa mitandao ya kijamii
meneja wa mawasiliano wa mwandishi wa lugha ya kigeni
mtaalamu wa mawasiliano
msemaji wa vyombo vya habari
mshiriki wa mawasiliano
meneja wa uhusiano wa umma
meneja wa mawasiliano
meneja wa mawasiliano ya nje
meneja wa mawasiliano ya shirika
meneja wa uhusiano wa umma na mawasiliano
meneja wa mawasiliano ya mtandaoni"
687671c0ebd2bf665349ddfc,http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,hydrogeologist,mwanahajidro-jiolojia,Mtaalamu wa Jiolojia ya Maji,,"Hydrogeologists in mining study the distribution, quality and flow of water in order to keep mine workings free of nuisance water and to ensure an adequate supply of process water. They supply and evaluate information which will protect ground and surface water from contamination.","Wanahajidro-jiolojia katika uchimbaji madini huchunguza usambazaji, ubora na mtiririko wa maji ili kuweka maeneo ya kazi ya migodini bila maji yanayosumbua na kuhakikisha usambazaji wa kutosha wa maji ya mchakato. Wanatoa na kutathmini taarifa ambazo zitalinda maji ya chini ya ardhi na ya juu dhidi ya uchafuzi.","Wataalamu wa jiolojia ya maji katika uchimbaji madini huchunguza usambazaji, ubora na mtiririko wa maji ili kuweka maeneo ya kazi ya mgodi bila maji ya kero na kuhakikisha ugavi wa kutosha wa maji ya mchakato. Hutoa na kutathmini taarifa ambazo zitalinda maji ya ardhini na ya juu ya ardhi dhidi ya uchafuzi.",,"Mtaalamu wa Jiolojia ya Maji
Mshauri wa jiolojia ya maji
Mshauri mtaalamu wa jiolojia ya maji
Mhandisi wa shinikizo la vinyweleo
Mtaalamu wa hidrolojia
Mshauri mtaalamu wa hidrolojia
Mhandisi wa tathmini ya miamba",,"mwanahajidro-jiolojia
mshauri wa hajidro-jiolojia
mwanahajidro-jiolojia mshauri
mhandisi wa shinikizo la vinyweleo
mtaalamu wa hidrolojia
mtaalamu wa hidrolojia mshauri
mhandisi wa tathmini ya uundaji"
687671c1ebd2bf665349dfb1,http://data.europa.eu/esco/occupation/6e1b1bd7-9eec-4f10-bce7-94a27d9023e8,admissions coordinator,mratibu wa udahili,Mratibu wa Udahili,,"Admissions coordinators are in charge of the students' applications and admissions to a (private) school, college or university. They assess possible future students' qualifications and subsequently approve or deny their application, based on the regulations and desires set by the board of directors and the school administration. They also assist the accepted students in their enrollment in the programme and courses of their choice.","Waratibu wa udahili wanasimamia maombi na udahili wa wanafunzi katika shule (ya binafsi), chuo au chuo kikuu. Wanatathmini sifa za wanafunzi watarajiwa na baadaye kuidhinisha au kukataa maombi yao, kulingana na kanuni na matakwa yaliyowekwa na bodi ya wakurugenzi na uongozi wa shule. Pia huwasaidia wanafunzi waliokubaliwa katika kujiandikisha kwenye programu na kozi wanazochagua.","Waratibu wa udahili husimamia maombi na udahili wa wanafunzi katika shule (ya kibinafsi), chuo au chuo kikuu. Hutathmini sifa za wanafunzi watarajiwa na baadaye kuidhinisha au kukataa maombi yao, kulingana na kanuni na matakwa yaliyowekwa na bodi ya wakurugenzi na uongozi wa shule. Pia huwasaidia wanafunzi waliodahiliwa katika kujiandikisha kwenye programu na kozi wanazochagua.",,"Mratibu wa udahili shuleni
Afisa udahili
Mratibu wa udahili
Afisa udahili wa wanafunzi
Mratibu wa udahili chuoni
Mratibu wa Udahili
Mratibu wa udahili chuo kikuu
Mratibu wa udahili katika elimu
Mratibu wa udahili wa wanafunzi
Mratibu wa udahili wa wanafunzi
Mratibu wa udahili chuo kikuu",,"mratibu wa udahili wa shule
afisa wa udahili
mratibu wa udahili
afisa wa udahili wa wanafunzi
mratibu wa udahili wa chuo
mratibu wa udahili wa chuo kikuu
mratibu wa udahili katika elimu
mratibu wa udahili wa wanafunzi
mratibu wa udahili katika chuo kikuu"
687671c1ebd2bf665349e053,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,user interface developer,mwendelezaji wa kiolesura cha mtumiaji,Msanidi wa kiolesura cha mtumiaji,,"User interface developers implement, code, document and maintain the interface of a software system by using front-end development technologies.","Waendelezaji wa kiolesura cha mtumiaji hutekeleza, kuandika msimbo, kuandika nyaraka na kudumisha kiolesura cha mfumo wa programu kwa kutumia teknolojia za uendelezaji wa upande wa mbele.","Wasanidi wa kiolesura cha mtumiaji hutekeleza, huandika msimbo, huandika nyaraka na hudumisha kiolesura cha mfumo wa programu kwa kutumia teknolojia za usanidi wa front-end.",,"Wasanidi wa kiolesura cha mtumiaji
Wasanidi wa UI
Msanidi wa front-end
Mhandisi wa kiolesura cha mtumiaji
Mprogramu wa UI
Msanidi wa UI
Msanidi wa kiolesura cha mtumiaji",,"waendelezaji wa kiolesura cha mtumiaji
waendelezaji wa UI
mwendelezaji wa upande wa mbele
mhandisi wa kiolesura cha mtumiaji
mprogramu wa UI
mwendelezaji wa UI
mwendelezaji wa kiolesura cha mtumiaji"
687671c1ebd2bf665349e4b1,http://data.europa.eu/esco/occupation/56245067-16f0-43e7-84fa-4a1e794a6ac0,rental service representative in office machinery and equipment,mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi,Mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi,,"Rental service representatives in office machinery and equipment are in charge of renting out equipment and determining specific periods of usage. They document transactions, insurances and payments.","Wawakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi wanahusika na kukodisha vifaa na kuamua vipindi maalum vya matumizi. Wanaandika miamala, bima na malipo.","Wawakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi husimamia ukodishaji wa vifaa na kubainisha muda maalum wa matumizi. Huandika kumbukumbu za miamala, bima na malipo.",,"Mfanyakazi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Msimamizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Wakala wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Mshauri wa ukodishaji wa mashine na vifaa vya ofisi
Msimamizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
Mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
Msaidizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
Msimamizi wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Mtaalamu wa ukodishaji wa mashine na vifaa vya ofisi
Kiongozi wa timu ya mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Kiongozi wa timu ya huduma za ukodishaji wa mashine na vifaa vya ofisi
Meneja wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Meneja wa huduma za ukodishaji wa mashine na vifaa vya ofisi
Mfanyakazi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
Karani wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
Karani wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Msaidizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
Msimamizi wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
Wakala wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi",,"mfanyakazi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mshauri wa ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mwakilishi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
mtaalamu wa ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya mauzo ya ukodishaji wa mashine na vifaa vya ofisi
kiongozi wa timu ya huduma za ukodishaji wa mashine na vifaa vya ofisi
meneja wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
meneja wa huduma za ukodishaji wa mashine na vifaa vya ofisi
mfanyakazi wa huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
karani wa dawati la mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msaidizi wa mauzo ya ukodishaji wa mashine na vifaa vya ofisi
msimamizi wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi
wakala wa dawati la huduma za ukodishaji wa mashine na vifaa vya ofisi"
687671c1ebd2bf665349e601,http://data.europa.eu/esco/occupation/fddb7bd8-f176-4dc8-9d12-32b6072452c9,electric meter technician,mtaalamu wa mita za umeme,Fundi wa mita za umeme,,Electric meter technicians install and maintain electric meter systems in facilities or buildings. They install the equipment in accordance with regulations and repair faults and other problems. They test the equipment and advise on the use and care.,Wataalamu wa mita za umeme huweka na kudumisha mifumo ya mita za umeme katika vituo au majengo. Wanaweka vifaa kulingana na kanuni na kukarabati hitilafu na matatizo mengine. Wanajaribu vifaa na kutoa ushauri kuhusu matumizi na utunzaji.,Mafundi wa mita za umeme hufunga na kudumisha mifumo ya mita za umeme katika majengo au miundombinu. Hufunga vifaa hivyo kwa kuzingatia kanuni na kurekebisha hitilafu na matatizo mengine. Hupima vifaa na kushauri kuhusu matumizi na utunzaji wake.,,"Fundi wa mita za umeme
Fundi wa mita janja
Mfungaji wa mita za umeme
Fundi wa ufungaji wa mita za umeme
Mhudumu wa matengenezo ya mita za umeme
Fundi wa upimaji wa mita za umeme
Mfanyakazi wa matengenezo ya mita za umeme
Fundi wa mita za umeme
Mfungaji wa mita janja
Fundi wa upimaji wa mita za umeme
Mfungaji wa mita za umeme
Mfanyakazi wa matengenezo ya mita za umeme
Fundi wa ufungaji wa mita za umeme
Mhudumu wa matengenezo ya mita za umeme",,"mtaalamu wa mita za umeme
mtaalamu wa mita janja
mwekaji wa mita za umeme
mtaalamu wa uwekaji wa mita za umeme
fundi wa matengenezo ya mita za umeme
mtaalamu wa majaribio ya mita za umeme
mfanyakazi wa matengenezo ya mita za umeme
mwekaji wa mita janja"
687671c0ebd2bf665349dcf8,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,footwear quality manager,meneja wa ubora wa viatu,Meneja wa ubora wa viatu,,"Footwear quality managers implement, manage and promote the quality systems in the company, using adequate tools and methodologies based on national, international or company standards. They are in charge of establishing requirements and objectives, as well as preparing documents. They analyse complaints, and promote and coordinate corrective and preventive measures. They promote an effective internal and external communication and ensure the consumer's demands are met. They are responsible for the definition of instruments which monitor and control the quality systems, namely internal or external auditing, and they participate in the internal auditing.","Meneja wa ubora wa viatu hutekeleza, kusimamia na kuendeleza mifumo ya ubora katika kampuni, kwa kutumia zana na mbinu za kutosha kulingana na viwango vya kitaifa, kimataifa au vya kampuni. Anahusika na kuweka mahitaji na malengo, pamoja na kuandaa nyaraka. Huchambua malalamiko, na kuendeleza na kuratibu hatua za kurekebisha na kuzuia. Huendeleza mawasiliano madhubuti ya ndani na nje na kuhakikisha mahitaji ya mlaji yanatimizwa. Anahusika na ufafanuzi wa vyombo vinavyofuatilia na kudhibiti mifumo ya ubora, yaani ukaguzi wa ndani au wa nje, na hushiriki katika ukaguzi wa ndani.","Meneja wa ubora wa viatu hutekeleza, husimamia na huendeleza mifumo ya ubora katika kampuni, kwa kutumia zana na mbinu zinazofaa kulingana na viwango vya kitaifa, kimataifa au vya kampuni. Wana jukumu la kuweka mahitaji na malengo, pamoja na kuandaa nyaraka. Huchanganua malalamiko, na huendeleza na kuratibu hatua za masahihisho na kinga. Huendeleza mawasiliano yenye ufanisi ya ndani na nje na kuhakikisha mahitaji ya mtumiaji yanatimizwa. Wana jukumu la kubainisha zana za kufuatilia na kudhibiti mifumo ya ubora, hasa ukaguzi wa ndani au wa nje, na hushiriki katika ukaguzi wa ndani.",,"Afisa mkuu wa ubora wa viatu
Meneja wa uhakikisho wa ubora wa viatu
Meneja wa udhibiti wa ubora wa viatu
Mratibu wa ubora wa viatu
Meneja wa ubora wa viatu",,"mtendaji wa ubora wa viatu
meneja wa uhakiki wa ubora wa viatu
meneja wa udhibiti wa ubora wa viatu
mratibu wa ubora wa viatu
meneja wa ubora wa viatu"
